d18o,sss,lat,lon,depth,ref,temp,region,type, 
0,34.645,54.21,-43.19,5,SELFOSS,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.44,34.937,60.15,-31,5,SELFOSS,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.25,34.9,59.27,-32.89,5,SELFOSS,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.26,34.837,58.37,-34.42,5,SELFOSS,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.29,34.773,57.83,-35.65,5,SELFOSS,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.14,34.55,57.1,-36.72,5,SELFOSS,12.5,"GIN Seas, Northeast Atlantic",primary,
0.15,34.537,56.5,-37.74,5,SELFOSS,12.5,"GIN Seas, Northeast Atlantic",primary,
0.12,34.518,55.97,-38.6,5,SELFOSS,13.9,"GIN Seas, Northeast Atlantic",primary,
0.12,34.537,55.38,-39.6,5,SELFOSS,13,"GIN Seas, Northeast Atlantic",primary,
0.15,34.516,54.94,-40.44,5,SELFOSS,13,"GIN Seas, Northeast Atlantic",primary,
0.12,34.515,54,-41.95,5,SELFOSS,13.9,"GIN Seas, Northeast Atlantic",primary,
0.02,34.462,53.27,-43.15,5,SELFOSS,14.55,"GIN Seas, Northeast Atlantic",primary,
-0.01,34.3,52.72,-44.08,5,SELFOSS,14.5,"GIN Seas, Northeast Atlantic",primary,
-0.48,33.461,52.1,-44.95,5,SELFOSS,14,"GIN Seas, Northeast Atlantic",primary,
-0.01,34.728,58.68,-42.8,5,NUKAARCTI,-99.99,"GIN Seas, Northeast Atlantic",primary,
0.04,34.842,59.7,-39.05,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
-0.9,32.906,59.63,-43.07,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.11,32.966,59.55,-44.67,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.16,35.001,59.55,-41.65,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
-2.13,31.291,59.62,-44.12,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
-2.15,31.396,59.8,-42.6,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
-0.42,33.67,59.5,-44.68,5,NUKAARCTI,-99.999,"GIN Seas, Northeast Atlantic",primary,
0.28,34.908,62.52,-33.75,5,NUKAARCTI,4.1,"GIN Seas, Northeast Atlantic",primary,
0.2,34.927,60.78,-39.78,5,NUKAARCTI,3.91,"GIN Seas, Northeast Atlantic",primary,
0.34,34.946,60.09,-41.8,5,NUKAARCTI,4.56,"GIN Seas, Northeast Atlantic",primary,
0.25,34.886,59.92,-38.28,5,NUKAARCTI,3.73,"GIN Seas, Northeast Atlantic",primary,
0.19,34.71,62.34,-31.09,5,NUKAARCTI,8.89,"GIN Seas, Northeast Atlantic",primary,
0.15,34.739,61.99,-32.58,5,NUKAARCTI,8.37,"GIN Seas, Northeast Atlantic",primary,
0.15,34.743,61.67,-34.06,5,NUKAARCTI,8.15,"GIN Seas, Northeast Atlantic",primary,
0.11,34.685,61.22,-35.87,5,NUKAARCTI,8.11,"GIN Seas, Northeast Atlantic",primary,
0.07,34.689,61.06,-36.59,5,NUKAARCTI,8.22,"GIN Seas, Northeast Atlantic",primary,
0.14,34.689,61.06,-36.59,5,NUKAARCTI,8.22,"GIN Seas, Northeast Atlantic",primary,
0.15,34.76,60.83,-37.54,5,NUKAARCTI,7.66,"GIN Seas, Northeast Atlantic",primary,
0.23,34.829,59.91,-41.52,5,NUKAARCTI,7.12,"GIN Seas, Northeast Atlantic",primary,
0.02,34.281,59.69,-42.99,5,NUKAARCTI,5.41,"GIN Seas, Northeast Atlantic",primary,
-1.38,31.813,59.71,-44.82,5,NUKAARCTI,2.05,"GIN Seas, Northeast Atlantic",primary,
-1.39,31.813,59.71,-44.82,5,NUKAARCTI,2.05,"GIN Seas, Northeast Atlantic",primary,
0.24,34.91,60.58,-31.94,5,NUKAARCTI,5.7,"GIN Seas, Northeast Atlantic",primary,
0.32,34.964,60.51,-32.63,5,NUKAARCTI,6.4,"GIN Seas, Northeast Atlantic",primary,
0.19,34.819,60.39,-33.67,5,NUKAARCTI,4.8,"GIN Seas, Northeast Atlantic",primary,
0.28,34.818,60.23,-34.87,5,NUKAARCTI,4.7,"GIN Seas, Northeast Atlantic",primary,
0.18,34.795,60.08,-35.96,5,NUKAARCTI,4.2,"GIN Seas, Northeast Atlantic",primary,
0.22,34.81,59.98,-36.61,5,NUKAARCTI,4.9,"GIN Seas, Northeast Atlantic",primary,
0.29,34.803,59.86,-37.3,5,NUKAARCTI,4.3,"GIN Seas, Northeast Atlantic",primary,
0.12,34.786,59.72,-38.28,5,NUKAARCTI,4.1,"GIN Seas, Northeast Atlantic",primary,
0.16,34.805,59.58,-39.09,5,NUKAARCTI,3.9,"GIN Seas, Northeast Atlantic",primary,
0.22,34.828,58.91,-42.59,5,NUKAARCTI,4.4,"GIN Seas, Northeast Atlantic",primary,
0.19,34.664,58.83,-43.24,5,NUKAARCTI,4,"GIN Seas, Northeast Atlantic",primary,
0.14,34.754,58.83,-43.94,5,NUKAARCTI,4.4,"GIN Seas, Northeast Atlantic",primary,
-0.1,34.147,58.99,-44.86,5,NUKAARCTI,3.1,"GIN Seas, Northeast Atlantic",primary,
-0.74,33.125,59.59,-44.21,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.08,34.543,59.46,-42.71,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.19,34.949,59.47,-34.7,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.23,34.789,59.99,-37.88,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.23,34.888,59.92,-33.74,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.24,34.836,59.95,-40,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
-1.16,32.399,59.6,-44.55,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.15,34.768,59.96,-37.25,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.47,34.747,59.92,-33.52,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
-0.03,34.622,59.24,-41.9,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.15,34.821,59.12,-35.82,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.14,34.794,59.24,-33.48,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.17,34.792,58.58,-38.94,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
-1.22,31.757,59.52,-44.22,5,NUKAARC,99.999,"GIN Seas, Northeast Atlantic",primary,
0.31,34.983,58.25,-30.71,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.22,34.815,58.88,-33.08,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.22,34.743,59.49,-37.51,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.21,34.806,59.81,-38.97,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.31,34.901,60,-41.29,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.12,34.622,59.83,-42,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.26,34.939,59.45,-40.81,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.23,34.766,59.1,-40,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.14,34.706,58.4,-37.2,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.2,34.725,58.2,-36.91,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.18,34.801,57.3,-33.04,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.31,34.972,57.06,-31.86,2,Northab,99.999,"GIN Seas, Northeast Atlantic",primary,
0.29,35.006,58.408,-30.112,6.4,Ovide2021,9.098,"GIN Seas, Northeast Atlantic",primary,
0.25,34.948,58.549,-30.368,5.3,Ovide2021,8.815,"GIN Seas, Northeast Atlantic",primary,
0.27,35.003,58.843,-31.278,4.6,Ovide2021,9.392,"GIN Seas, Northeast Atlantic",primary,
0.23,34.895,58.973,-32.569,5.3,Ovide2021,9.185,"GIN Seas, Northeast Atlantic",primary,
0.26,34.905,59.04,-33.213,4.8,Ovide2021,8.851,"GIN Seas, Northeast Atlantic",primary,
0.25,34.801,59.101,-33.851,4.2,Ovide2021,8.313,"GIN Seas, Northeast Atlantic",primary,
0.2,34.761,59.231,-35.154,5.4,Ovide2021,7.752,"GIN Seas, Northeast Atlantic",primary,
0.19,34.829,59.347,-36.443,4.7,Ovide2021,7.475,"GIN Seas, Northeast Atlantic",primary,
0.14,34.75,59.487,-37.748,5.1,Ovide2021,6.777,"GIN Seas, Northeast Atlantic",primary,
0.17,34.769,59.712,-40.393,5.4,Ovide2021,6.856,"GIN Seas, Northeast Atlantic",primary,
0.21,34.846,59.758,-41.481,4.1,Ovide2021,7.64,"GIN Seas, Northeast Atlantic",primary,
0.21,34.934,59.781,-42.226,5.5,Ovide2021,7.895,"GIN Seas, Northeast Atlantic",primary,
-0.48,32.465,59.797,-42.551,4.6,Ovide2021,0.933,"GIN Seas, Northeast Atlantic",primary,
-0.43,33.637,59.782,-42.768,15.2,Ovide2021,1.076,"GIN Seas, Northeast Atlantic",primary,
0.22,34.954,62.49,-32.97,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
-0.08,34.307,59.52,-43.74,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.19,34.895,61.44,-34.27,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.47,35.05,59.32,-43.03,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.4,34.9,61.55,-34.27,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.31,34.974,62.52,-30.18,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.23,34.766,59.38,-40.57,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.25,34.869,59.78,-41,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.22,34.812,60.88,-36.57,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.3,34.92,62.38,-34.2,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.21,34.852,61.48,-37.08,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.22,34.833,59.57,-42.24,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.27,34.902,60.07,-39.38,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.28,34.95,61.4,-34.4,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.02,34.377,59.38,-44.64,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.23,34.918,62.52,-34.15,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.25,34.927,60.18,-41.64,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
-1.02,32.433,60.36,-41.78,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.15,34.742,62.14,-34.48,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.15,34.762,64.62,-31.04,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
-1.88,31.279,60.16,-42.72,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.18,34.814,61.75,-38.4,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.33,34.971,62.52,-33.29,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
-1.7,31.938,59.61,-43.62,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.11,34.691,59.9,-38.76,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.17,34.781,61.59,-31.42,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.25,34.897,63.1,-30.1,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
-0.88,33.32,59.89,-42.02,6,TUKUMA,99.999,"GIN Seas, Northeast Atlantic",primary,
0.31,35.17,70,0,5,Bauch et al (1995),8.56,"GIN Seas, Northeast Atlantic",primary,
0.33,35.13,70,0,10,Bauch et al (1995),8.48,"GIN Seas, Northeast Atlantic",primary,
0.12,34.49,74.76,5.5,22,Bauch et al (1995),-0.71,"GIN Seas, Northeast Atlantic",primary,
-1.46,32.52,68.62,-26.14,25,Sutherland et al (2009),1.38,"GIN Seas, Northeast Atlantic",primary,
-1.42,32.18,68.62,-26.14,5,Sutherland et al (2009),3.31,"GIN Seas, Northeast Atlantic",primary,
-1.16,32.81,68.54,-25.98,24,Sutherland et al (2009),0.01,"GIN Seas, Northeast Atlantic",primary,
-1.67,31.54,68.54,-25.98,5,Sutherland et al (2009),2.24,"GIN Seas, Northeast Atlantic",primary,
-1.46,32.52,68.47,-25.83,25,Sutherland et al (2009),0.83,"GIN Seas, Northeast Atlantic",primary,
-2.14,31.32,68.47,-25.83,4,Sutherland et al (2009),1.95,"GIN Seas, Northeast Atlantic",primary,
-1.59,32.32,68.4,-25.68,24,Sutherland et al (2009),2.5,"GIN Seas, Northeast Atlantic",primary,
-1.67,31.98,68.4,-25.68,5,Sutherland et al (2009),2.92,"GIN Seas, Northeast Atlantic",primary,
-1.43,32.81,68.33,-25.52,24,Sutherland et al (2009),-0.84,"GIN Seas, Northeast Atlantic",primary,
-1.62,31.53,68.33,-25.52,5,Sutherland et al (2009),1.98,"GIN Seas, Northeast Atlantic",primary,
0.25,34.72,66.93,-23.32,25,Sutherland et al (2009),8.72,"GIN Seas, Northeast Atlantic",primary,
0.18,34.67,66.93,-23.32,5,Sutherland et al (2009),8.65,"GIN Seas, Northeast Atlantic",primary,
0.3,34.94,66.84,-23.26,24,Sutherland et al (2009),9.5,"GIN Seas, Northeast Atlantic",primary,
0.36,34.91,66.84,-23.26,4,Sutherland et al (2009),10.17,"GIN Seas, Northeast Atlantic",primary,
0.46,34.9,66.75,-23.19,5,Sutherland et al (2009),10.44,"GIN Seas, Northeast Atlantic",primary,
0.27,34.69,66.67,-23.13,5,Sutherland et al (2009),10.67,"GIN Seas, Northeast Atlantic",primary,
0.17,34.46,66.58,-23.06,4,Sutherland et al (2009),10.95,"GIN Seas, Northeast Atlantic",primary,
0.2,34.02,73.62,-3.1,10,Risebrobakken et al (200,-0.98,"GIN Seas, Northeast Atlantic",primary,
-0.16,31.51,74.05,-6.41,0,Risebrobakken et al (200,1.86,"GIN Seas, Northeast Atlantic",primary,
0.19,33.95,74.05,-6.41,15,Risebrobakken et al (200,-0.13,"GIN Seas, Northeast Atlantic",primary,
0.17,32.07,74.25,-8.53,0,Risebrobakken et al (200,2.44,"GIN Seas, Northeast Atlantic",primary,
0.01,33.59,74.25,-8.53,14,Risebrobakken et al (200,0.29,"GIN Seas, Northeast Atlantic",primary,
0.19,32.98,74.58,-6.75,0,Risebrobakken et al (200,3.88,"GIN Seas, Northeast Atlantic",primary,
0.08,33.64,74.58,-6.75,14,Risebrobakken et al (200,3.42,"GIN Seas, Northeast Atlantic",primary,
-0.11,31.8,75,-7,0,Risebrobakken et al (200,2.97,"GIN Seas, Northeast Atlantic",primary,
0.29,33.96,75,-7,11,Risebrobakken et al (200,0.91,"GIN Seas, Northeast Atlantic",primary,
-1.01,31.95,75.98,-8.7,4,Risebrobakken et al (200,-0.48,"GIN Seas, Northeast Atlantic",primary,
-0.11,33.84,75.98,-8.7,20,Risebrobakken et al (200,0.05,"GIN Seas, Northeast Atlantic",primary,
-0.82,31.08,75.72,-5.71,0,Risebrobakken et al (200,-0.2,"GIN Seas, Northeast Atlantic",primary,
0.27,34.58,75.72,-5.71,15,Risebrobakken et al (200,2.81,"GIN Seas, Northeast Atlantic",primary,
-0.54,31.42,75.73,-7.76,0,Risebrobakken et al (200,1.39,"GIN Seas, Northeast Atlantic",primary,
-0.41,31.58,75.73,-7.76,11,Risebrobakken et al (200,1.72,"GIN Seas, Northeast Atlantic",primary,
0,32.72,75.32,-6.2,0,Risebrobakken et al (200,4.3,"GIN Seas, Northeast Atlantic",primary,
0.31,34.16,75.32,-6.2,15,Risebrobakken et al (200,2.24,"GIN Seas, Northeast Atlantic",primary,
-0.13,33.04,75,-4.99,0,Risebrobakken et al (200,4.48,"GIN Seas, Northeast Atlantic",primary,
0.39,34.5,75,-4.99,15,Risebrobakken et al (200,2.16,"GIN Seas, Northeast Atlantic",primary,
0.08,33.95,74.19,-2.4,5,Risebrobakken et al (200,4.45,"GIN Seas, Northeast Atlantic",primary,
0.26,34.55,74.19,-2.4,22,Risebrobakken et al (200,-0.6,"GIN Seas, Northeast Atlantic",primary,
0.12,33.23,73.46,-0.34,1,Risebrobakken et al (200,5.56,"GIN Seas, Northeast Atlantic",primary,
0.22,34.01,73.46,-0.34,15,Risebrobakken et al (200,2.79,"GIN Seas, Northeast Atlantic",primary,
0.29,32.94,73,1.01,1,Risebrobakken et al (200,6.36,"GIN Seas, Northeast Atlantic",primary,
0.3,34.12,73,1.01,16,Risebrobakken et al (200,1.42,"GIN Seas, Northeast Atlantic",primary,
0.15,33.72,73.8,2.01,0,Risebrobakken et al (200,5.63,"GIN Seas, Northeast Atlantic",primary,
0.25,34.24,73.8,2.01,15,Risebrobakken et al (200,-0.47,"GIN Seas, Northeast Atlantic",primary,
0.08,34.19,74,6,0,Risebrobakken et al (200,6.22,"GIN Seas, Northeast Atlantic",primary,
0.19,34.29,74,6,15,Risebrobakken et al (200,5.8,"GIN Seas, Northeast Atlantic",primary,
0.29,34.59,75,1.02,0,Risebrobakken et al (200,5.47,"GIN Seas, Northeast Atlantic",primary,
0.31,34.76,75,1.02,20,Risebrobakken et al (200,1.09,"GIN Seas, Northeast Atlantic",primary,
0.14,33.89,75,-1.52,0,Risebrobakken et al (200,5.98,"GIN Seas, Northeast Atlantic",primary,
0.28,34.39,75,-1.52,12,Risebrobakken et al (200,3.59,"GIN Seas, Northeast Atlantic",primary,
0.1,33.13,75,-3.01,1,Risebrobakken et al (200,5.61,"GIN Seas, Northeast Atlantic",primary,
0.28,34.2,75,-3.01,16,Risebrobakken et al (200,2.53,"GIN Seas, Northeast Atlantic",primary,
0.17,33.47,75.38,-3.25,2,Risebrobakken et al (200,5.65,"GIN Seas, Northeast Atlantic",primary,
0.26,34.2,75.38,-3.25,15,Risebrobakken et al (200,4.49,"GIN Seas, Northeast Atlantic",primary,
-0.04,32.13,76.25,-2.5,0,Risebrobakken et al (200,4,"GIN Seas, Northeast Atlantic",primary,
0.18,34.79,75,0,8,Risebrobakken et al (200,-1.36,"GIN Seas, Northeast Atlantic",primary,
0.22,34.79,75,0,13,Risebrobakken et al (200,-1.36,"GIN Seas, Northeast Atlantic",primary,
0.14,34.81,75,-3,9,Risebrobakken et al (200,-1.15,"GIN Seas, Northeast Atlantic",primary,
0.19,34.81,75,-3,14,Risebrobakken et al (200,-1.16,"GIN Seas, Northeast Atlantic",primary,
0.22,34.83,75,-5,9,Risebrobakken et al (200,-0.65,"GIN Seas, Northeast Atlantic",primary,
0.34,34.83,75,-5,12,Risebrobakken et al (200,-0.65,"GIN Seas, Northeast Atlantic",primary,
0.25,34.53,74.98,-6.92,9,Risebrobakken et al (200,-1.4,"GIN Seas, Northeast Atlantic",primary,
0.24,34.58,74.98,-6.92,12,Risebrobakken et al (200,-1.35,"GIN Seas, Northeast Atlantic",primary,
0.27,34.33,74,-3.5,7,Risebrobakken et al (200,-0.79,"GIN Seas, Northeast Atlantic",primary,
0.18,34.32,74,-3.5,13,Risebrobakken et al (200,-0.79,"GIN Seas, Northeast Atlantic",primary,
0.37,34.83,74.5,-3.5,6,Risebrobakken et al (200,-1.22,"GIN Seas, Northeast Atlantic",primary,
0.33,34.83,74.5,-3.5,13,Risebrobakken et al (200,-1.22,"GIN Seas, Northeast Atlantic",primary,
0.24,34.84,75.5,-3.5,3,Risebrobakken et al (200,-0.87,"GIN Seas, Northeast Atlantic",primary,
0.16,34.84,75.5,-3.5,12,Risebrobakken et al (200,-0.88,"GIN Seas, Northeast Atlantic",primary,
0.29,34.82,72.41,0.49,2,Risebrobakken et al (200,-0.01,"GIN Seas, Northeast Atlantic",primary,
0.35,34.82,72.41,0.49,12,Risebrobakken et al (200,-0.01,"GIN Seas, Northeast Atlantic",primary,
0.32,34.65,72.5,-12,10,Risebrobakken et al (200,-0.55,"GIN Seas, Northeast Atlantic",primary,
-0.26,34.65,72.5,-12,12,Risebrobakken et al (200,-0.55,"GIN Seas, Northeast Atlantic",primary,
0.28,34.9,74.98,0.55,5,Risebrobakken et al (200,-0.19,"GIN Seas, Northeast Atlantic",primary,
0.11,34.9,74.98,0.55,12,Risebrobakken et al (200,-0.19,"GIN Seas, Northeast Atlantic",primary,
-0.01,34.9,74.98,0.55,21,Risebrobakken et al (200,-0.18,"GIN Seas, Northeast Atlantic",primary,
0.37,34.9,75,0.02,5,Risebrobakken et al (200,-0.16,"GIN Seas, Northeast Atlantic",primary,
0.29,34.9,75,0.02,10,Risebrobakken et al (200,-0.16,"GIN Seas, Northeast Atlantic",primary,
0.22,34.9,75,0.02,19,Risebrobakken et al (200,-0.16,"GIN Seas, Northeast Atlantic",primary,
0,34.91,75,-7.02,11,Risebrobakken et al (200,-0.13,"GIN Seas, Northeast Atlantic",primary,
0.06,34.91,75,-7.02,22,Risebrobakken et al (200,-0.13,"GIN Seas, Northeast Atlantic",primary,
0.42,34.88,75,-5,10,Risebrobakken et al (200,-1,"GIN Seas, Northeast Atlantic",primary,
0.42,34.88,75,-5,21,Risebrobakken et al (200,-1,"GIN Seas, Northeast Atlantic",primary,
0.17,34.87,75,-4,8,Risebrobakken et al (200,-1.03,"GIN Seas, Northeast Atlantic",primary,
0.33,34.87,75,-3.01,11,Risebrobakken et al (200,-0.99,"GIN Seas, Northeast Atlantic",primary,
0.42,34.87,75,-3.01,19,Risebrobakken et al (200,-0.99,"GIN Seas, Northeast Atlantic",primary,
0.19,34.86,75,-2,13,Risebrobakken et al (200,-1.01,"GIN Seas, Northeast Atlantic",primary,
0.42,34.85,75,-1,8,Risebrobakken et al (200,-1,"GIN Seas, Northeast Atlantic",primary,
0.34,34.85,75,-1,18,Risebrobakken et al (200,-1.01,"GIN Seas, Northeast Atlantic",primary,
0.34,34.86,75.75,-3.49,10,Risebrobakken et al (200,-0.92,"GIN Seas, Northeast Atlantic",primary,
0.48,34.87,76.01,-3.48,9,Risebrobakken et al (200,-0.84,"GIN Seas, Northeast Atlantic",primary,
0.46,34.85,75,2.99,8,Risebrobakken et al (200,-0.68,"GIN Seas, Northeast Atlantic",primary,
0.36,35.05,75,7,20,Risebrobakken et al (200,3.55,"GIN Seas, Northeast Atlantic",primary,
0.41,35.06,74.5,13.99,22,Risebrobakken et al (200,4.44,"GIN Seas, Northeast Atlantic",primary,
0.52,35.03,74.5,16,20,Risebrobakken et al (200,5.86,"GIN Seas, Northeast Atlantic",primary,
0.31,34.51,74.5,18,4,Risebrobakken et al (200,-0.84,"GIN Seas, Northeast Atlantic",primary,
-0.11,34.51,74.5,18,10,Risebrobakken et al (200,-0.84,"GIN Seas, Northeast Atlantic",primary,
0.21,34.51,74.5,18,19,Risebrobakken et al (200,-0.84,"GIN Seas, Northeast Atlantic",primary,
0.38,35.02,73.15,18,9,Risebrobakken et al (200,5.47,"GIN Seas, Northeast Atlantic",primary,
0.25,34.99,72.22,18.36,9,Risebrobakken et al (200,5.48,"GIN Seas, Northeast Atlantic",primary,
0.32,35,72.22,18.36,20,Risebrobakken et al (200,5.45,"GIN Seas, Northeast Atlantic",primary,
0.28,35.11,67.8,1.55,6,Risebrobakken et al (200,5.82,"GIN Seas, Northeast Atlantic",primary,
0.43,35.11,67.8,1.55,13,Risebrobakken et al (200,5.82,"GIN Seas, Northeast Atlantic",primary,
0.35,35.1,67.8,1.55,25,Risebrobakken et al (200,5.79,"GIN Seas, Northeast Atlantic",primary,
0.28,35.01,67,0.5,25,Risebrobakken et al (200,4.73,"GIN Seas, Northeast Atlantic",primary,
0.33,35.12,66,2,7,Risebrobakken et al (200,6.28,"GIN Seas, Northeast Atlantic",primary,
0.29,35.12,66,2,12,Risebrobakken et al (200,6.28,"GIN Seas, Northeast Atlantic",primary,
0.48,35.12,66,2,22,Risebrobakken et al (200,6.29,"GIN Seas, Northeast Atlantic",primary,
0.21,34.54,75,-2,8,Risebrobakken et al (200,-1.05,"GIN Seas, Northeast Atlantic",primary,
0.21,34.58,75,-3.03,22,Risebrobakken et al (200,-0.72,"GIN Seas, Northeast Atlantic",primary,
0.27,34.69,75,-4,9,Risebrobakken et al (200,-0.98,"GIN Seas, Northeast Atlantic",primary,
0.19,34.66,75,-3.98,11,Risebrobakken et al (200,-1.07,"GIN Seas, Northeast Atlantic",primary,
0.27,34.72,75,-4.99,7,Risebrobakken et al (200,-0.9,"GIN Seas, Northeast Atlantic",primary,
0.19,34.74,75,-6,6,Risebrobakken et al (200,-0.9,"GIN Seas, Northeast Atlantic",primary,
0.2,34.73,75,-7,6,Risebrobakken et al (200,-0.88,"GIN Seas, Northeast Atlantic",primary,
0.28,34.83,75.5,-6,7,Risebrobakken et al (200,-0.29,"GIN Seas, Northeast Atlantic",primary,
0.19,34.69,75.5,-3,6,Risebrobakken et al (200,-1.06,"GIN Seas, Northeast Atlantic",primary,
0.25,34.79,75.75,-3,7,Risebrobakken et al (200,-0.34,"GIN Seas, Northeast Atlantic",primary,
0.25,34.73,75.75,-1.99,6,Risebrobakken et al (200,-0.96,"GIN Seas, Northeast Atlantic",primary,
0.3,34.73,76.01,-2.99,12,Risebrobakken et al (200,-0.91,"GIN Seas, Northeast Atlantic",primary,
0.2,34.69,75.5,-2.99,9,Risebrobakken et al (200,-1.01,"GIN Seas, Northeast Atlantic",primary,
0.24,34.59,75.5,-0.99,8,Risebrobakken et al (200,-1.12,"GIN Seas, Northeast Atlantic",primary,
0.23,34.49,75.25,0,5,Risebrobakken et al (200,-1.18,"GIN Seas, Northeast Atlantic",primary,
0.14,34.51,74.75,-3,9,Risebrobakken et al (200,-1.36,"GIN Seas, Northeast Atlantic",primary,
0.31,34.69,74.25,-4,8,Risebrobakken et al (200,-0.75,"GIN Seas, Northeast Atlantic",primary,
0.25,34.72,74.25,-5,7,Risebrobakken et al (200,-0.71,"GIN Seas, Northeast Atlantic",primary,
0.2,34.65,74.5,-6,6,Risebrobakken et al (200,-0.96,"GIN Seas, Northeast Atlantic",primary,
0.25,34.67,74.75,-5.49,6,Risebrobakken et al (200,-1.12,"GIN Seas, Northeast Atlantic",primary,
0.19,34.64,74.75,-4.5,8,Risebrobakken et al (200,-1.17,"GIN Seas, Northeast Atlantic",primary,
0.11,34.53,74.75,-3.49,7,Risebrobakken et al (200,-1.26,"GIN Seas, Northeast Atlantic",primary,
0.27,34.43,74.75,-1.5,7,Risebrobakken et al (200,-1.49,"GIN Seas, Northeast Atlantic",primary,
0.3,34.88,74.75,-1.5,4,Risebrobakken et al (200,-0.76,"GIN Seas, Northeast Atlantic",primary,
0.16,34.49,74.5,-2,6,Risebrobakken et al (200,-1.41,"GIN Seas, Northeast Atlantic",primary,
0.23,34.39,74.5,0.01,7,Risebrobakken et al (200,-1.38,"GIN Seas, Northeast Atlantic",primary,
0.28,34.87,74.5,0.01,5,Risebrobakken et al (200,-0.83,"GIN Seas, Northeast Atlantic",primary,
0.3,34.41,74.75,0.5,8,Risebrobakken et al (200,-1.31,"GIN Seas, Northeast Atlantic",primary,
